Entry	Entry Name
P09648	CATL1_CHICK
P09765	HEMA_INBME
P09766	HEMA_INBUS
P09767	HEMA_INBVI
P0C1M8	O27A_CONRA
P0C1Q7	MAST_VESTR
P0C2D2	OXLA_CRODC
P0C2D3	OXLA_ERIMA
P0C2D5	OXLA_PROFL
P0C2K0	A1KB_LOXBO
P0C2K1	AX1_LOXDE
P0C2K2	A1X1_LOXGA
P0C2L0	A1X1_LOXIN
P0C2L1	A3X1_LOXLA
P0C551	PA2A_BUNFA
P0C578	VSP2_OVOOK
P0C590	VSP2_GLOUS
P0C6S0	VM1B1_BOTPA
P0C6S6	VMXJ4_BOTJA
P0C7A9	VM1BJ_BOTJA
P0C8I7	VM3FA_VIPAA
P0C8R2	CA1A_CONAE
P0C932	PA2A1_LACMU
P0C933	PA22_LACMU
P0C944	3SAG_NAJAT
P0CAP0	DBTEW_CARCR
P0CAR8	PA2B_BOTJR
P0CAS1	PA2B6_CRODM
P0CJ40	OXLA_BOTMA
P0CY52	FAXD_NOTSN
P0DI86	OXLA_BOTAL
P0DJ62	PA2A_BOTLC
P0DJ87	VM3L_BOTLC
P0DJE8	VSPDV_BOTJR
P0DJF1	VSP1_BOTPA
P0DJF4	VSPAL_TRIAB
P0DJF7	VSPP_TRIPP
P0DJG5	VSPKA_GLOHA
P0DJH2	VM3AL_TRIAB
P0DJH4	VM3AL_BORPO
P0DJJ1	VM3AH_NAJAT
P0DJJ4	VM3_NAJOX
P0DJJ7	PA2A_OVOMO
P0DJL1	SLB_TRIAB
P0DJM9	PA2B1_CROBA
P0DJN0	PA2B1_CROVE
P0DJN1	PA2B1_CRODM
P0DJN4	PA2B2_CROMT
P0DJN6	PA2BB_CROHD
P0DJN7	PA2B3_CROLL
P0DJP4	PA2AC_TRIPE
P0DJP5	PA2A_DABSI
P0DKH4	F26G_SOLTO
P0DKR0	VM3_BOTMO
P0DKT6	PA2B_BITAR
P0DKT7	PA2CA_OXYSA
P0DKT9	PA2HC_OXYSA
P0DKU0	PA2HG_OXYSA
P0DKX2	VSP1_CRODM
P0DKX3	VSP2_CRODM
P0DKY5	VSP_CRODC
P0DM24	NEMA1_LINLO
P0DM43	VSP_PROJR
P0DM49	PA2X1_BOTPA
P0DM50	PA2X2_BOTPA
P0DM52	PA2B2_BOTPA
P0DM88	VM3_PROJR
P0DM92	APOA1_PANTA
P0DMD1	NGFV_ECHOC
P0DMJ9	PA2H1_BOTMT
P0DMK1	PA23_BOTMT
P0DMU0	VSPJN_PROJR
P0DMU1	VSPJF_PROJR
P0DO53	PIP12_MUSAC
P0DP16	COWA_CONCB
P0DPS2	OXLA_TRIPP
P0DQH3	3SBA_HEMHA
P0DQH4	3SBB_HEMHA
P0DQP2	3SIH_DENJJ
P0DQP6	PA21_CERGO
P0DQS1	NEMA1_LINLC
P0DQS2	NEMA1_LINRU
P0DQV9	LEC_SCOPL
P0DSN5	HEMI2_HEMLE
P0DTM6	ENV_AVISR
P0DUB3	IGHA_EQUAS
P0DUN6	PA2H_BOTNR
P0DUN8	PA2H4_BOTMT
P0DUN9	PA2H_POLOC
P0DUP1	PA2H_BOTDP
P0DUP9	PA2H2_BOTMA
P0DUW8	ACTPA_ACTFR
P0DUW9	ACTPD_ACTFR
P0DV82	PA2_BOTIN
P10448	HEMA_INBBO
P10626	ACRO_CAPHI
P10969	AGI3_WHEAT
P11088	FILA_MOUSE
P11133	HEMA_I78A9
P11134	HEMA_I82A4
P11293	HBSAG_WHV6
P11368	POL_IPMA
P11372	CP2CF_RABIT
P11493	PP2AB_PIG
P11615	ADA1B_CANLF
P12021	MUCAP_PIG
P12031	HCYB_HELPO
P12257	GUB2_HORVU
P12260	F13A_BOVIN
P12298	GLGL1_WHEAT
P12332	CB21_SILLB
P12440	HEMA_INBAA
P12441	HEMA_INBID
P12442	HEMA_INBGL
P12443	HEMA_INBSJ
P12471	CB21_SOYBN
P12480	NEF_HV1J3
P12481	NEF_HV1Z8
P12507	TAT_HV1BN
P12508	TAT_HV1J3
P12509	TAT_HV1W2
P12510	TAT_HV1Z3
P12511	TAT_HV1Z8
P12512	TAT_HV1ZH
P12582	HEMA_I77A6
P12584	HEMA_I80A7
P12585	HEMA_I82A5
P12586	HEMA_I82A6
P12587	HEMA_I85A1
P12588	HEMA_I85A2
P12590	HEMA_I86A0
P12705	INS_TORMA
P12894	POL_IPMAI
P13191	ALAT1_PIG
P13258	CARB_METBA
P13282	H2BS2_ECHES
P13283	H2BS3_ECHES
P13505	CALD1_MELGA
P14057	NFIL_PIG
P14241	L_LYCVW
P14274	CB2A_SOLLC
P14275	CB2C_SOLLC
P14276	CB2E_SOLLC
P14277	CB2F_SOLLC
P14279	CB25_SOLLC
P14338	POLG_DEN22
P14417	APOA_MACMU
P14478	FIBB_RABIT
P14644	PDE4C_RAT
P15192	CB22_PINSY
P15233	PER1C_ARMRU
P15588	G6PD_DIDVI
P15950	KLK3_RAT
P16274	IFEA_HELPO
P16291	FA9_SHEEP
P16292	FA9_RABIT
P16295	FA9_CAVPO
P16392	BIP_HORSE
P16968	IAA1_HORVU
P17003	HEMA_INCHY
P17004	HEMA_INCKY
P17005	HEMA_INCNA
P17129	PSPB_CANLF
P17662	SPIKE_IBVD3
P17686	ELH2_APLPA
P17698	CLUS_SHEEP
P17847	NIR_MAIZE
P18262	RAS_ARTSA
P18439	CD3G_SHEEP
P18478	POLG_WMV2U
P18863	HXB8_RAT
P18865	HXC4_RAT
P18866	HXC8_RAT
P18867	HXD3_RAT
P18880	HEMA_INBYB
P18991	HBB1_SAAHA
P19052	PSBH_THEVL
P19160	RBL_ATRPA
P19370	ACHB2_CARAU
P19535	CADH3_BOVIN
P19640	RNAS1_ODOVI
P20005	VSP1_OVOOK
P20850	CO9A1_RAT
P21778	PFKA2_THET8
P21961	CBPA3_RAT
P22028	VM3B_BOTJA
P22298	SLPI_PIG
P22324	A1AF_CAVPO
P22618	IGF_MYXGL
P23043	CD1D_SYLFL
P23571	3MG_RAT
P23980	PMA2_SOLLC
P24635	TBA_OCTVU
P24707	SODCP_PINSY
P24717	RNAS1_CRIGR
P25403	AMP1_MIRJA
P25413	RBL_AEGCR
P25414	RBL_AEGTA
P25432	BDNF_XENLA
P25434	NTF3_RAJCL
P25508	COCA1_BOVIN
P25829	RBL_CALUS
P25835	RBL_SCHTR
P25836	RBL_SERRE
P25837	RBL_SILGA
P25862	TBB1_AVESA
P25914	CETP_MESAU
P25917	CD19_CAVPO
P26137	HEMA_I82A0
P26143	NRAM_I82A2
P26153	ACHB4_CHICK
P26205	BGLT_TRIRP
P26338	CYAA_TRYEQ
P26429	SC5A1_PIG
P26460	KCRB_SQUAC
P26563	AATM_LUPAN
P26624	GST28_SCHJA
P27045	GNAI3_XENLA
P27123	NASP_RABIT
P27481	LOXB_PHAVU
P27953	POLG_HCVE0
P27969	NIA2_HORVU
P28017	GLMU_PRIMG
P28024	PSB4_XENLA
P28259	RBL_DRYSU
P28261	RBL_NYPFR
P28262	RBL_PHORE
P28376	RBL_ACESA
P28378	RBL_ADOMO
P28379	RBL_APHSI
P28380	RBL_APIGR
P28382	RBL_BARPR
P28383	RBL_BEGMS
P28384	RBL_BETNI
P28385	RBL_BURIN
P28386	RBL_BYBLI
P28387	RBL_BYRCR
P28388	RBL_CALPL
P28389	RBL_CASEQ
P28390	RBL_CEPFO
P28391	RBL_CERGU
P28393	RBL_CORCA
P28394	RBL_CORMY
P28395	RBL_CRARM
P28396	RBL_CYRRA
P28397	RBL_DAPSP
P28398	RBL_DARCA
P28400	RBL_DILIN
P28401	RBL_DIOMU
P28402	RBL_DRIWI
P28403	RBL_DROBI
P28404	RBL_DROBR
P28405	RBL_DROCA
P28406	RBL_DRODC
P28407	RBL_DROFI
P28408	RBL_DROLU
P28409	RBL_DROPA
P28410	RBL_DROPT
P28412	RBL_EPASP
P28413	RBL_ERICA
P28414	RBL_EUCLU
P28415	RBL_EUCUL
P28416	RBL_GAREL
P28417	RBL_PELGR
P28418	RBL_GEUQU
P28419	RBL_HAMMO
P28420	RBL_UNCGR
P28421	RBL_HEDHE
P28422	RBL_HELNU
P28423	RBL_HEUMI
P28424	RBL_HUMBA
P28425	RBL_HYDVI
P28426	RBL_ILECR
P28427	RBL_JASSS
P28428	RBL_JUSOD
P28430	RBL_MANZA
P28431	RBL_MORAL
P28432	RBL_MORCE
P28433	RBL_NELCA
P28434	RBL_NEPAL
P28435	RBL_NYSOG
P28436	RBL_OXADI
P28437	RBL_PARFI
P28438	RBL_PASQU
P28440	RBL_PINCA
P28442	RBL_PLAVR
P28443	RBL_POLCR
P28444	RBL_PROLU
P28445	RBL_PRUDO
P28446	RBL_COMID
P28447	RBL_RHOHI
P28448	RBL_RORGO
P28449	RBL_RUTFR
P28450	RBL_SANCA
P28452	RBL_MICIN
P28453	RBL_SCUBO
P28454	RBL_SECDI
P28455	RBL_SEDRU
P28456	RBL_TASIN
P28457	RBL_THEPO
P28458	RBL_TROAR
P28460	RBL_VITAE
P28467	ACEA_ACICA
P28490	CALR_CANLF
P28730	HEMA_I88A0
P28731	HEMA_I89A5
P29058	HMDH2_HEVBR
P29501	TBB2_PEA
P29502	TBB3_PEA
P29526	OLNB2_BRANA
P29610	CY12_SOLTU
P29616	MYSC_CHICK
P29627	HBBZ_MESAU
P29643	COX1_AMICA
P29644	COX1_ATRSP
P29645	COX1_GEOSD
P29646	COX1_GOMVA
P29647	COX1_LEPOC
P29648	COX1_MEGAT
P29649	COX1_PANBU
P29650	COX1_POLSP
P29651	COX1_POLSX
P29652	COX1_POMNI
P29653	COX1_SALTR
P29654	COX1_SCAPL
P29737	MYR1_SINAL
P29738	MYR2_SINAL
P29804	ODPA_PIG
P29838	POLG_LANVY
P29984	POLG_DEN2H
P30362	ASPG_LUPAR
P30754	CAFF_RIFPA
P30828	RBL_MAGLA
P30984	GTHB2_CTEID
P30985	HTF4_CHICK
P31183	RBL_CORLA
P31184	RBL_DICCR
P31189	RBL_HIPRI
P31197	RBL_PHECO
P31201	RBL_SALPE
P31202	RBL_SALPL
P31212	TD_SOLTU
P31753	RS27A_ASPOF
P31792	POL_FENV1
P31795	POL_MLVRK
P31989	VM2JC_BOTJA
P32540	POLG_ENMG3
P32753	CHLE_SHEEP
P33145	CADHK_CHICK
P33498	ENV_AVIR3
P33536	RBL_OSMCI
P33545	DSC2_BOVIN
P33588	VSPCA_AGKBI
P33624	TBA2_ANEPH
P33626	TBA4_MAIZE
P33632	TBB3_ANEPH
P34039	DCAM_ACACA
P34767	RBL_ALIPL
P34973	DRD2B_XENLA
P35033	TRY3_SALSA
P35382	5HT2A_CAVPO
P35509	KC1G3_BOVIN
P35946	L_PHODV
P36287	POLG_SMSV4
P36477	RBL_BOTST
P36478	RBL_ANTGA
P36479	RBL_ASACA
P36480	RBL_ASCEX
P36481	RBL_BERLA
P36482	RBL_BUDDA
P36483	RBL_CALDI
P36484	RBL_CHIAL
P36485	RBL_SALDI
P36486	RBL_SAUCE
P36487	RBL_SESIN
P36488	RBL_SPIMR
P36489	RBL_STRNX
P36490	RBL_VERBO
P36576	ARRC_RAT
P37222	MAOC_SOLLC
P37300	O17C_CONMA
P39457	PLB1_PENCH
P39881	CUX1_CANLF
P40245	PRIO_AOTTR
P40246	PRIO_ATEGE
P40248	PRIO_PLEMO
P40255	PRIO_MANSP
P41522	INS_ANGAN
P41693	IL6_NEOVI
P41725	PGCB_FELCA
P42817	GLMU_BACCL
P43223	RBL_ADIPE
P43224	RBL_ANTRE
P43225	RBL_ARTBA
P43226	RBL_BLEOR
P43227	RBL_CHEBI
P43228	RBL_CIBBA
P43229	RBL_VANST
P43257	HEMA_I75A2
P43258	HEMA_I76AD
P43259	HEMA_I77A7
P43260	HEMA_I76AC
P43284	TRPB2_MAIZE
P43290	CDC2_PETHY
P43367	CAN2_PIG
P43649	STC_ONCNE
P45701	MA1A1_RABIT
P46103	DRTS_PLAVN
P46161	DEFB3_BOVIN
P46167	DEFB9_BOVIN
P46529	CDN1B_NEOVI
P48069	RBL_EUGAN
P48070	RBL_EUGGE
P48670	VIME_CRIGR
P48697	RBL_CUCPE
P48698	RBL_DATST
P48699	RBL_DENCL
P48700	RBL_DIACA
P48701	RBL_DICAN
P48703	RBL_FRAAN
P48704	RBL_GINBI
P48705	RBL_GLEJA
P48707	RBL_MATST
P48708	RBL_MOROL
P48710	RBL_ONOSE
P48712	RBL_POLMU
P48715	RBL_SINAL
P48717	RBL_TROMA
P49015	ATP7A_CRIGR
P49020	TMED2_CRIGR
P49054	PAM_STRPY
P49087	VATA_MAIZE
P49252	AMO_LENCU
P49453	CENPC_SHEEP
P49457	DAF_PONPY
P49579	ACHB_XENLA
P49729	UCRI1_TOBAC
P50242	ESR1_SALSA
P50260	TBB2_OOMCK
P50547	PYRG1_CRIGR
P50656	COX1_ANAPL
P51004	PAPO1_XENLA
P51152	RAB12_CANLF
P51455	REL2_PANTR
P51458	IGF1_HORSE
P51524	PF11_PIG
P51994	RBL_BAMML
P52403	CHI1_SOLTU
P52404	CHI2_SOLTU
P52405	CHI3_SOLTU
P52406	CHI4_SOLTU
P52476	AL1B1_BOVIN
P52552	PRDX2_PIG
P53371	TBA_AJECA
P53449	ALDOC_CHICK
P53711	ITA2B_PAPCY
P53760	LCAT_CHICK
P54938	NFM_RABIT
P55032	MMP7_FELCA
P55235	GLGS_SPIOL
P55236	GLGL1_SPIOL
P55239	GLGL2_HORVU
P55240	GLGS_MAIZE
P55244	TGFA_MACMU
P55739	PPP5_RABIT
P55749	PEP1_ASPNG
P55787	CO4A4_RABIT
P55878	GLI1_CHICK
P55897	H2A_BUFGR
P55927	KAX71_PANIM
P56594	CP2CL_CANLF
P56729	SUIS_PIG
P56823	HCYG_HELPO
P56824	HCYC_SEPOF
P56825	HCYE_SEPOF
P56826	HCYG_SEPOF
P57753	ESR1_MICUN
P58165	AT2B2_OREMO
P58906	LECA_CANBN
P59018	PA2B5_BUNMU
P59067	PA2SA_AUSSU
P59068	PA2SB_AUSSU
P59069	PA2SC_AUSSU
P59070	PA2SD_AUSSU
P59272	RS27A_DAUCA
P60045	PA2A3_NAJSG
P60622	FOG1_DANRE
P61491	CH60_THETH
P61761	PRIO_CERMO
P61762	PRIO_CERNE
P61897	MDH_PECCC
P62789	H4_MEDSA
P62985	RL40_CHICK
P67990	PRIO_LOPAT
P67991	PRIO_MACSY
P68174	STSY_RAUMA
P68251	1433B_SHEEP
P68761	HEMA_INCYA
P69345	MTGA_NEIME
P69476	NEP1_NEPDI
P69572	RBL_LUPAA
P69573	RBL_LUPAB
P69574	RBL_LUPAE
P69575	RBL_LUPAN
P69576	RBL_LUPAR
P69577	RBL_LUPAT
P69578	RBL_LUPAU
P69579	RBL_LUPCO
P69580	RBL_LUPDI
P69581	RBL_LUPHI
P69582	RBL_LUPLA
P69583	RBL_LUPLU
P69584	RBL_LUPMC
P69585	RBL_LUPMU
P69586	RBL_LUPNO
P69587	RBL_LUPPA
P69588	RBL_LUPPE
P69589	RBL_LUPPI
P69590	RBL_LUPPO
P69591	RBL_LUPPR
P69658	CA1A_CONPU
P79144	AQP2_CANLF
P79164	AQP2_DASNO
P79165	AQP2_HORSE
P79168	AQP2_ELEMA
P79178	FPR3_GORGO
P79188	C5AR1_MACMU
P79191	FPR3_MACMU
P79200	AQP2_ORYAF
P79213	AQP2_RABIT
P79229	AQP2_PROHA
P79234	C5AR1_PONPY
P79243	FPR3_PANTR
P79368	SCF_SHEEP
P79373	PRGR_NOTEU
P79399	5HT1B_PIG
P79400	5HT1D_PIG
P79402	CP242_PIG
P79682	SHH_AMBCH
P79699	CP19A_COTJA
P79709	SHH_DANKE
P79717	SHH_DANAP
P79798	OPSD_MYRBE
P79803	AQP2_MACPR
P79807	OPSD_MYRVI
P79808	OPSD_NEOAR
P79809	OPSD_NEOAU
P79838	SHH_PETCC
P79839	SHH_PSEPR
P79850	SHH_PUNTE
P79858	SHH_RASEL
P79864	SHH_TRIHE
P79869	SHH_RASPA
P79901	OPSD_SARMI
P79902	OPSD_SARPU
P79903	OPSD_SARSP
P79911	OPSD_SARTI
P79914	OPSD_SARXA
P79915	SHH_TANAL
P80009	PLMN_CANLF
P80010	PLMN_HORSE
P80081	PTPS_SALSA
P80191	FETUA_RABIT
P80264	NDUS2_SOLTU
P80461	GSHRP_TOBAC
P80647	DLDH_HYMDI
P80740	SODC1_OLEEU
P81038	VSPA_CERCE
P81044	HBAZ_NOTEU
P81124	GSTO_APLCA
P81207	PEPT_FUSNP
P81286	PLMN_SHEEP
P81531	CYPH_BETPN
P81543	FERA_SULME
P81824	VSP1_BOTJA
P81882	VSPT1_BOTJA
P81883	VSPT2_BOTJA
P81884	VSPT3_BOTJA
P81904	H2B3_ICTPU
P82680	GLMK_SEGBR
P82810	MORA_RABIT
P82858	URIC_PUCRE
P82893	PA2B2_TRIST
P83129	SODC_PAROL
P83179	MYRO2_BREBR
P83246	GST_ASADI
P83304	LEC_PARPC
P83414	CECB_HELVI
P83415	CECC_HELVI
P83433	NVSP_ALIVI
P83473	OSTCN_HALDD
P83542	PA1_POLGA
P83610	ALP_FUSCU
P83657	CAT1_COMTR
P83852	CBPD_LOPSP
P84037	SLB_MACLB
P84038	SLA_MACLB
P84118	BURS_PERAM
P84187	SGAT_MAIZE
P84195	XYNA_GLOTR
P84351	OSTCN_HOMNE
P84397	PA2A2_BOTIN
P84408	H1_SALSA
P84596	DRS3_PITHY
P84783	CABM1_MACCH
P84789	PHIG1_PHIGI
P84821	LEC_PENST
P84994	ABP41_LILDA
P85005	VM3PN_PROSR
P85021	CM3B_CONRE
P85045	LYS_BUFGA
P85060	PA22_ACASS
P85061	PA23_ACASS
P85062	PA21_ACASE
P85091	CYFP1_BOVIN
P85097	NARG_BRASZ
P85098	NARH_BRASZ
P85103	VMXP_PHIPA
P85142	PRLA_LYSSX
P85285	NDKB_MERHU
P85286	NDKB_MERGA
P85287	NDKB_MERAP
P85288	NDKB_MERAA
P85289	NDKB_MERPR
P85290	NDKB_MERBI
P85413	RGP1_PHODC
P85421	AAMAT_AMAPH
P85430	LAC2D_CERUI
P85513	GELL_GEOSE
P85841	HYAL1_TITSE
P86010	CUTI1_COLKA
P86144	RIPD1_PHYDI
P86163	OXLA_APLDA
P86200	NAGK_MESAU
P86210	ENOA_MESAU
P86219	ODO2_MESAU
P86220	PHB1_MESAU
P86221	TBB4B_MESAU
P86232	EZRI_MESAU
P86234	TBA3_MESAU
P86249	AMPL_MESAU
P86351	LAC1_GALSP
P86497	VSPR1_BITRH
P86524	PA2HB_ACAAN
P86525	PA2HC_ACAAN
P86687	HUGA_POLPI
P86693	SAMP_SALSA
P86783	2SS_TAROF
P86799	IPLAA_MORAL
P86800	IPLAB_MORAL
P86834	ASPR_HEDJA
P86837	NIVU2_EUPNI
P86906	A4_FELCA
P92120	TBA_ENCHE
P92306	RBL_IRIEN
P92397	RBL_LUPAL
P92401	RBL_LUPDE
P92406	RBL_LUPMI
P92407	RBL_LUPNA
P92445	RBL_ASPEL
P92600	CYB_CORCX
P93596	CP51_WHEAT
P93841	ISPE_SOLLC
P93880	RBL_SENDI
P93890	RBL_ARIGL
P93906	RBL_GLAGU
P93913	RBL_LIRMU
P93936	RBL_WATAN
P93988	RBL_BROCO
P93998	RBL_VACFA
P97267	5HT2B_CAVPO
P98118	PROS_RABIT
P98135	TGFA_SHEEP
P9WIA9	PHLD_MYCTU
Q00573	PBPA_STROR
Q01322	OTC_NEICI
Q01324	OTC_NEILA
Q01326	OTC_NEIMU
Q01912	1A1C_VIGRR
Q01988	UBP11_CANLF
Q02076	ENV_FLVCA
Q02077	ENV_FLVCS
Q02381	POLG_HAVGA
Q02435	BFSP1_RAT
Q02989	LITA_LATTR
Q03238	GRAM_RAT
Q03354	PER_DROSE
Q04962	FA12_CAVPO
Q05049	MUC1_XENLA
Q05554	RBL_ANTMA
Q05579	RBL_CORSA
Q05800	RBL_NELLU
Q05984	RBL_APOCA
Q05985	RBL_BOROF
Q05986	RBL_CALHE
Q05987	RBL_CERJA
Q05988	RBL_CONTR
Q05989	RBL_EXAAF
Q05990	RBL_FOUSP
Q05991	RBL_LIGVU
Q05992	RBL_POLRE
Q05993	RBL_SYMAL
Q05994	RBL_VILCA
Q05995	RBL_VIOSO
Q06478	PA11_DOLMA
Q06602	APD73_APIME
Q07209	RBL_AILAL
Q07210	RBL_COLPU
Q07281	RBL_AKABI
Q07441	ITB5_PAPCY
Q07972	TBAA_PNECA
Q08258	GLTB_HORVU
Q08336	CD4_CERAT
Q08339	CD4_ERYPA
Q09123	SCRK_FUSMR
Q09930	DIRA_CAEEL
Q09MP4	NPS6_ALTBR
Q0CZH1	PYTA_ASPTN
Q0NZX5	VM2JA_BOTJA
Q0QF17	SDHA_MESAU
Q0UI00	ELCA_PHANO
Q10721	SP01_SCEBO
Q10724	PPIM_MAIZE
Q10835	MMP13_XENLA
Q11001	AMPM_MANSE
Q17UY9	PLS4_PITAZ
Q1AGS3	HBB1_ARCGL
Q1EJP4	DMS5_PITAZ
Q1HN31	BDNF_LICTR
Q1HN32	BDNF_ERYJO
Q1HN33	BDNF_LOXBI
Q1HN34	BDNF_ERYCC
Q1HN36	BDNF_ERYJY
Q1HN38	BDNF_XENUN
Q1HN40	BDNF_ASPME
Q1HN42	BDNF_CHISR
Q1KN10	NTF3_LICTR
Q1X6X9	NTF3_CHABO
Q1X6Y7	NTF3_EXIPL
Q1X6Z1	NTF3_BOACO
Q1X6Z2	NTF3_EUNNO
Q1X6Z4	NTF3_CORCI
Q1X6Z5	BDNF_RAMSP
Q1X6Z6	BDNF_CHABO
Q1X6Z7	BDNF_CALRI
Q1X6Z8	BDNF_ERYCN
Q1X6Z9	BDNF_TROHA
Q1X700	BDNF_ANISC
Q1X702	BDNF_ACRJA
Q1X703	BDNF_MORSI
Q1X704	BDNF_EXIPL
Q1X707	BDNF_CANCA
Q1X708	BDNF_BOACO
Q1X709	BDNF_EUNNO
Q1X710	BDNF_EPICE
Q24705	PDM2_DROVI
Q24731	DDX1_DROVI
Q24751	ATPB_DROVI
Q25092	LAMB_HIRME
Q25460	FP1_MYTED
Q27543	PFKA_CALFI
Q28001	S6A17_BOVIN
Q28042	OVGP1_BOVIN
Q28053	A4_BOVIN
Q28083	COBA1_BOVIN
Q28084	CO4A3_BOVIN
Q28315	PROC_CAPHI
Q28333	GLO2_CALJA
Q28380	PROC_HORSE
Q28409	PENK_FELCA
Q28412	PROC_FELCA
Q28480	IDH3A_MACFA
Q28506	PROC_MACMU
Q28516	INSR_MACMU
Q28520	PROS_MACMU
Q28522	ALBU_MACMU
Q28571	THB_SHEEP
Q28585	LSHR_SHEEP
Q28588	GON1_SHEEP
Q28628	AKAP9_RABIT
Q28668	CO1A2_RABIT
Q28670	PGCA_RABIT
Q28747	IL6_ORCOR
Q28772	HTF4_PAPHA
Q28819	IL6_PHOVI
Q28827	CP11A_RABIT
Q28933	IGF1_SUNMU
Q289M6	M2_I00A1
Q29000	IGF1R_PIG
Q29011	PGCA_PIG
Q29074	NGF_PIG
Q29075	NKL_PIG
Q29087	PO3F3_PIG
Q29318	DHSO_PIG
Q29329	SMD2_PIG
Q29442	CO4A4_BOVIN
Q29499	ACES_RABIT
Q29558	MAOX_PIG
Q2EY13	PRTGB_DANRE
Q2F4V2	HEMA_I05A1
Q2LFV4	NRAM_I05A1
Q2MJU7	ODFP2_MESAU
Q2XXL6	NGFV1_AZEFE
Q31655	RBL_AJUCH
Q31669	RBL_ANTHE
Q31672	RBL_ANTLU
Q31674	RBL_ANEME
Q31715	RBL_BERBR
Q31730	RBL_BAURU
Q31738	RBL_BREMA
Q31750	RBL_CALCA
Q31809	RBL_ASPLA
Q31827	RBL_AESPA
Q31859	RBL_ANTVS
Q31946	RBL_CRUAN
Q31948	RBL_CORAT
Q31951	RBL_CAPBA
Q31983	RBL_CORFO
Q31992	RBL_CRUGL
Q32016	RBL_MYRLA
Q32040	RBL_COROB
Q32041	RBL_COROL
Q32042	RBL_COROF
Q32223	RBL_EPHTW
Q32255	RBL_GALAL
Q32256	RBL_GALAP
Q32271	RBL_GALCO
Q32283	RBL_GALEL
Q32303	RBL_GALLU
Q32344	RBL_GALPR
Q32345	RBL_GALPA
Q32360	RBL_GALSC
Q32397	RBL_HYDFO
Q32625	RBL_MORRU
Q32663	RBL_ARGDE
Q32668	RBL_ARGFE
Q32686	RBL_NICPH
Q32699	RBL_NOLSP
Q32770	RBL_PELAN
Q32890	RBL_PELRO
Q32908	RBL_PHUST
Q33015	RBL_PTEVI
Q33050	RBL_RUBTI
Q33062	RBL_SHEAR
Q33101	RBL_SOLGR
Q33162	RBL_BARJA
Q33245	RBL_ULMAL
Q33274	RBL_VALMU
Q33323	RBL_CEPOC
Q33375	COX1_CANSI
Q33383	RBL_CATSP
Q33406	RBL_DEPGR
Q33438	RBL_ERYCG
Q33443	RBL_EREMA
Q33528	RBL_FLERU
Q33600	RBL_LAVLA
Q33619	RBL_MONDI
Q36610	RBL_ONYJA
Q36718	CB120_HORVU
Q36724	COX1_BLAGE
Q36800	RBL_STRLC
Q37227	RBL_IRIGE
Q37328	RBL_EPHSI
Q38773	CDC2B_ANTMA
Q3KR86	MIC60_RAT
Q3SAE9	VNPA_TROCA
Q41059	GLGB2_PEA
Q41238	LOX16_SOLTU
Q41406	RBL2_SYMSP
Q42676	TKTC_CRAPL
Q42813	RBL2_LINPO
Q43154	GSHRP_SPIOL
Q45757	CR6AA_BACTU
Q48883	CH60_MYCAG
Q48884	CH60_MYCAS
Q48900	CH60_MYCAV
Q49025	CH60_MYCCI
Q49093	CH60_MYCCH
Q49155	CH60_MYCFA
Q49160	CH60_MYCFO
Q49373	CH60_MYCGS
Q49374	CH60_MYCGN
Q49375	CH60_MYCGO
Q49564	CH60_MYCIT
Q49594	CH60_MYCKA
Q4PKS0	HOG1_GIBIN
Q4PNJ1	HOG1_FUSCU
Q4ZFU1	A1KA1_LOXAR
Q50212	CH60_MYCMA
Q50220	CH60_MYCMR
Q50255	CH60_MYCNO
Q50270	CH60_MYCPH
Q50271	CH60_MYCPV
Q50373	CH60_MYCRH
Q50382	CH60_MYCSC
Q50383	CH60_MYCSH
Q50826	CH60_MYCUL
Q50827	CH60_MYCVA
Q50833	CSG_METVO
Q50852	CH60_MYCXE
Q52JK6	VIP2_NICBE
Q5FBW2	KLK1_BLABR
Q5J7P3	TOR_TRYCR
Q60397	GNAI3_CRIGR
Q60420	HTF4_MESAU
Q60483	ADRB3_CAVPO
Q60563	SYCP1_MESAU
Q62724	MCM6_RAT
Q62792	NRF1_RAT
Q62814	E2F5_RAT
Q63245	FOXD3_RAT
Q63251	FOXD1_RAT
Q63454	MK04_RAT
Q64425	LIPP_MYOCO
Q65729	POLG_BSTVG
Q66790	POLG_EC16H
Q67344	NRAM_I82A7
Q67369	HEMA_INBBK
Q67370	HEMA_INBGD
Q67371	HEMA_INBHM
Q67372	HEMA_INBIN
Q67373	HEMA_INBHL
Q67374	HEMA_INBNY
Q67375	HEMA_INBP9
Q67376	HEMA_INBSD
Q67377	HEMA_INBP3
Q67378	HEMA_INBTE
Q67379	HEMA_INBTF
Q67380	HEMA_INBVL
Q67381	HEMA_INBVM
Q6DN07	IOD3_SHEEP
Q6DPI6	NRAM_I02A7
Q6DPZ9	HEMA_I03A1
Q6DQ18	HEMA_I02A6
Q6DQ19	HEMA_I02A4
Q6DQ20	HEMA_I02A3
Q6DQ21	HEMA_I02A2
Q6DQ22	HEMA_I02A1
Q6J8E4	NRAM_I03A0
Q6J8E7	HEMA_I02A5
Q6J8F6	HEMA_I03A0
Q6QDR4	CHI3_METAN
Q6WY08	ATLE_CYCAE
Q6X1T6	VM3E6_ECHOC
